Name,Brand,Price,DiscountedPrice,Category,SubCategory,Quantity,Description,BreadCrumbs
Kubal Chilli Powder,Kubal,210,105,Grocery,Masala & Spices,500 gm,"Overview:Kubal Chilli Powder is a quality product from the house of Kubal, the leaders in spices since 1926. It is ground from the finest chillies. It contains no artificial colouring and will bring a whole new flavour and meaning to your dishes.IngredientsChilli PowderCare InstructionsStore in a cool and dry place. ",Grocery > Masala & Spices
Goldiee Garam Masala,Goldiee,76,38,Grocery,Masala & Spices,100 gm,"Overview:Garam Masala can enhance the taste of any dish. The blend of rich spices lends a delightful flavour and aroma.IngredientsCoriander, Cumin, Black Pepper, Cinnamon, Big Cardamom, Bay Leaf, Nutmeg, Mace & Cloves.Care InstructionsStore in a cool and dry place.Shelf LifeBest before 12 months from manufacture.About the BrandGoldiee has been delighting consumers since 1980 with its range of blended spices, pickles, sauces, tea and more. ",Grocery > Masala & Spices
Everest Sabji Masala,Everest,34,28,Grocery,Masala & Spices,50 gm,"Overview:A subtle blend of spice specially combined to enhance the taste of vegetable dishes. Everest Sabji Masala is virtually the fast-food equivalent in the range of Everest blended spices. It gives vegetable dishes a mildly resonant flavour and the appetising colour so characteristic of vegetarian fare. You do not need any other spice to make your dishes tempting and irresistible. Everest Sabji Masala is just the right handy must-have for all those who simply don't have the time for elaborate cooking, but would like to prepare delicious, appetising vegetable dishes all the same.IngredientsBlack CardamomBlack PepperCassia LeafChilliCloveCommon SaltCorianderCuminDry GingerDry MangoNutmegTurmericHow To UseIf you need to rustle up a quick vegetable curry, all you need is your favourite vegetable/s and Everest Sabji Masala, the 'one-stop' masala. No need to add any other spices.About the BrandEverest is India's No. 1 spice brand as per A.C.Nielsen (Independent Research Agency). Everest offers a wide range of 45 variety of spices (whole spices and blends) with fifty-two years of dedication to maintain the same standards of purity, freshness and authenticity in every pack, getting their aroma and flavor, consistently right. ",Grocery > Masala & Spices
Everest Sabji Masala,Everest,64,53,Grocery,Masala & Spices,100 gm,"Overview:A subtle blend of spice specially combined to enhance the taste of vegetable dishes. Everest Sabji Masala is virtually the fast-food equivalent in the range of Everest blended spices. It gives vegetable dishes a mildly resonant flavour and the appetising colour so characteristic of vegetarian fare. You do not need any other spice to make your dishes tempting and irresistible. Everest Sabji Masala is just the right handy must-have for all those who simply don't have the time for elaborate cooking, but would like to prepare delicious, appetising vegetable dishes all the same.IngredientsBlack CardamomBlack PepperCassia LeafChilliCloveCommon SaltCorianderCuminDry GingerDry MangoNutmegTurmericHow To UseIf you need to rustle up a quick vegetable curry, all you need is your favourite vegetable/s and Everest Sabji Masala, the 'one-stop' masala. No need to add any other spices.About the BrandEverest is India's No. 1 spice brand as per A.C.Nielsen (Independent Research Agency). Everest offers a wide range of 45 variety of spices (whole spices and blends) with fifty-two years of dedication to maintain the same standards of purity, freshness and authenticity in every pack, getting their aroma and flavor, consistently right. ",Grocery > Masala & Spices
Ramdev Coriander Powder,Ramdev,83,72,Grocery,Masala & Spices,200 gm,"Overview:Loved for their natural fragrance, farm-fresh coriander seeds add extra taste and flavor to many Indian dishes. Ramdev Coriander Powder is manufactured from some of the best picked full-bodied, green whole Coriander from select Indian farms. It will be freshly packed. Fresh dhaniya seeds are used to make this dhaniya powder.Ingredients(In powder form) - Coriander.Storage ConditionStore in a cool and dry place.",Grocery > Masala & Spices
Suhana Butter Chicken Mix,Suhana,45,32,Grocery,Masala & Spices,50 gm,"OverviewButter Chicken is one of the most favoured dishes in Indian Cuisine. Enjoy the lip-smacking taste of the delicious butter chicken with Suhana Butter Chicken Mix. It is filled with a whole lot of flavour and aroma that you will never get tired of eating.Key Features- No added MSG, no artificial flavours, no added colours & preservatives- Lip-smacking taste, super convenient & cooks in minutes- Low Temperature Grinding so that the spices retains their Freshness and Aroma.IngredientsBengal Gram Dal, Sorghum, Black Gram Dal, Green Gram Dal, Sago, Red gram Dal, Ajwain, Edible Common Salt, Cumin, Sesame, Coriander, Chilli, Asafoetida, Turmeric.How to Use- Marinate chicken pieces with ginger garlic paste for 15-20 minutes.- Make a paste of Suhana Butter Chicken Mix with milk.- Heat 2 tbsp. butter and sauté chicken for 12-15 minutes on a medium flame. Keep aside.- Heat oil in a frying pan, add tomato puree and cook till oil oozes out.- Add paste and cook for 2-3 minutes more. Add sautéed chicken, remaining butter and water. Simmer on a low flame until the gravy thickens. Garnish with cream and serve hot.Storage InstructionsAfter opening transfer contents into an airtight container. Store in a cool and dry place.",Grocery > Masala & Spices
Badshah Black Pepper Powder,Badshah Masala,80,40,Grocery,Masala & Spices,50 gm,India,Grocery > Masala & Spices
Bedekar Goda Masala,Bedekar,60,45,Grocery,Masala & Spices,100 gm,"OverviewOne of the most signature flavours in a Maharashtrian kitchen, the Bedekar Goda masala (also known as kala masala or brahmani masala) is made using dry coconut, sesame & a few key ingredients of the Garam masala.Key FeaturesVegetarianAdds taste to cooked dishesIngredientsCoriander, Sesame, Dry coconut, Cumin seeds, Turmeric, Taj, Chilli, Clove, Nagkesar, Groundnut oil, Tejpatta, Salt, Asafoetida.How to consumeJust add over any vegetable after it well cooked.Allow it to simmer for 5 minutes on low flame.Can be used for making curry, stuffed brinjal or potatoes.Use chilli powder separately as per taste.Shelf LifeBest before 12 months from the date of packaging.About the BrandHaving started its journey in 1910 as a small grocery shop in Girgaum, Mumbai, V P Bedekar & Sons has become a synonym of pickles and spices in India.",Grocery > Masala & Spices
Goldiee Chat Masala,Goldiee,64,32,Grocery,Masala & Spices,100 gm,"Overview:Be it fruit chat or Mexican bhel, make delicious dishes at home with this chat masala. The blend of spices and black salt add the irresistible chatpata flavour.IngredientsSalt, Dry Ginger, Cumin, Long Pipal, Black Salt, Dry Mango Powder, Pomegranate Seeds, Coriander, Sat Nibu, Big Cardamom Seeds, Mint Leaves, Asafoetida, Nutmeg & Cloves.Care InstructionsStore in a cool and dry place.Shelf LifeBest before 12 months from manufacture.About the BrandGoldiee has been delighting consumers since 1980 with its range of blended spices, pickles, sauces, tea and more. ",Grocery > Masala & Spices
Kapol Tea Masala,Kapol,180,155,Grocery,Masala & Spices,100 gm,"OverviewChai lovers, get this Tea Masala to enjoy flavourful hot tea every day.IngredientsBlack Pepper, Dry Ginger, Cardamom, Tuj, Clove, Nutmeg, Bay Leaves, Clove Leaves, etc.Storage ConditionStore in a cool and dry place.About the BrandKAPOL MASALA is one of the leading manufacturers of Spices, Masalas and Food Powders for over a decade. The company has its manufacturing unit in Mumbai and Distribution Network spread across India.",Grocery > Masala & Spices
Snapin Cardamom Powder Spice,Snapin,379,275,Grocery,Masala & Spices,40 gm,"
Finely ground cardamom sourced from distinctively aromatic seeds.

- Exclusive Blend
- Versatile spice used both in sweet and savoury cooking
- It works well with sweet dishes, flavouring tea/coffee and rice preparations
",Grocery > Masala & Spices
Kubal Turmeric Powder,Kubal,150,75,Grocery,Masala & Spices,500 gm,"Overview Turmeric Powder has a soft, earthy and woody aroma, which is one of the most used spices while preparing Indian dishes. It adds a natural and vibrant colour to food, while also effectively purifying blood and stimulating protein digestion.  Ingredients Turmeric Powder.  Storage and Uses Store in a cool & dry place. Use in cooking.",Grocery > Masala & Spices
Badshah Kitchen King Masala,Badshah Masala,72,53,Grocery,Masala & Spices,100 gm,"Key Features- Being turmeric and coriander based, the mix gives curry a tasty golden hue- Ideal for vegetable dishes With soft curry- Rich in taste and aromaBenefitsThe Kitchen King Masala is also known by the name all-purpose masala and spice mix. It is a perfect blend of all the major spices, used in cooking various Indian dishes. Thus, it's the king of all masalas, which should be used sparingly, as it has a strong spicy flavour. The Everest Kitchen King Masala comes with the trust of the famous brand Everest, which assures the top quality of this powder.IngredientsCoriander, Cumin, Turmeric, Black Pepper, Garlic, Dry Ginger, Mace, Cardamom, Cardamom Seed, Bengal Gram, Black Gram, Nutmeg. Fenugreek, Poppy Seed, Chilli, Cassia, Clove, Caraway Anistar Dry Fenugreek Leaf, Common Salt, Asafoetida, Mustard and Black CardamomHow to Use- Add it to any dish and increase its flavour. It is mainly used in making all the Punjabi dishes, pulao, etc.Care InstructionsKeep in Cool & Dry PlaceAny Other Must-Know InformationOur range of fresh and aromatic whole spices are carefully handpicked by our experts. They are cleaned, powdered and packed at our hygienic facility. Our kitchen King Masala with its turmeric and coriander base adds a rich golden hue texture to your gravies making much more delicious and appetizing. Enjoy nature's finest selection of powdered spices.About the BrandThe vast range of spices Badshah offers you makes every day bland food more appealing, nutritious, and interesting. With the introduction of small economy packs, their products are have penetrated into the smallest of Indian centers as well.",Grocery > Masala & Spices
Kapol Usal - Misal Masala,Kapol,55,45,Grocery,Masala & Spices,50 gm,"OverviewMake Mumbai street style Usal or Misal at home. This masala adds the perfect spiciness and taste to your dish.IngredientsCoriander, Black Pepper, Clove, Fennel, Sesame Seeds, Aniseeds, Tuj, Dry Ginger, Salt, Turmeric, Chilly & Mango.Recipe:Usal: Chop finely 2-3 Onion and 10-12 Garlic sticks chop one piece of coconut. Boil 200 gm White Peas (Mutter).Heat 2 tbsp. oil in a pan, add onion and garlic mixture, heat for 2 minutes - add 3 tps. of Kapol Usal-Misal Masala and boiled white peas, heat for 2 minutes. Pour 3 glass of water , salt as per taste and coconut. cook for 15 minutes. Delicious Usal is ready.Misal: Put 25 gm. mix Farsan in a plate - pour one cup of Usal on it . Garnish with chopped onion green coriander, sev and Lime. Serve hot with Pav.Storage ConditionStore in a cool and dry place.About the BrandKAPOL MASALA is one of the leading manufacturers of Spices, Masalas and Food Powders for over a decade. The company has its manufacturing unit in Mumbai and Distribution Network spread across India.",Grocery > Masala & Spices
